persona_id,run_index,age,age_group,position,skill_level,coach_relationship,teammate_relationship,bullying,parent_support,current_mood,stress_level,overall_satisfaction,Q1_sat,Q1_imp,Q2_sat,Q2_imp,Q3_sat,Q3_imp,Q4_sat,Q4_imp,Q5_sat,Q5_imp,Q6_sat,Q6_imp,Q7_sat,Q7_imp,Q8_sat,Q8_imp,Q9_sat,Q9_imp,Q10_sat,Q10_imp,Q11_sat,Q11_imp,Q12_sat,Q12_imp,Q13_sat,Q13_imp,Q14_sat,Q14_imp,Q15_sat,Q15_imp,Q16_sat,Q16_imp,Q17_sat,Q17_imp,Q18_sat,Q18_imp,Q19_sat,Q19_imp,Q20_sat,Q20_imp,Q21_sat,Q21_imp,Q22_sat,Q22_imp,Q23_sat,Q23_imp,Q24_sat,Q24_imp,Q25_sat,Q25_imp,Q26_sat,Q26_imp,Q27_sat,Q27_imp,Q28_sat,Q28_imp,Q29_sat,Q29_imp,Q30_sat,Q30_imp,Q31_sat,Q31_imp,Q32_sat,Q32_imp,Q33_sat,Q33_imp,Q34_sat,Q34_imp,Q35_sat,Q35_imp,Q36_sat,Q36_imp,Q37_sat,Q37_imp,Q38_sat,Q38_imp,Q39_sat,Q39_imp,Q40_sat,Q40_imp,Q41_sat,Q41_imp,Q42_sat,Q42_imp,Q43_sat,Q43_imp,Q44_sat,Q44_imp,Q45_sat,Q45_imp,Q46_sat,Q46_imp,Q47_sat,Q47_imp,Q48_sat,Q48_imp,Q49_sat,Q49_imp,Q50_sat,Q50_imp,Q51_sat,Q51_imp,Q52_sat,Q52_imp,Q53_sat,Q53_imp,Q54_sat,Q54_imp,Q55_sat,Q55_imp,Q56_sat,Q56_imp,Q57_sat,Q57_imp,Q58_sat,Q58_imp,Q59_sat,Q59_imp,Q60_sat,Q60_imp,Q61_sat,Q61_imp,Q62_sat,Q62_imp,Q63_sat,Q63_imp,Q64_sat,Q64_imp,Q65_sat,Q65_imp,Q66_sat,Q66_imp,Q67_sat,Q67_imp
child_454,0,10,U10,forward,high,neutral,strong,mild,high,excited,51,62,8,9,9,8,6,5,7,8,9,9,7,6,8,7,9,9,9,8,7,8,6,7,7,7,7,8,8,9,7,8,6,6,8,9,8,7,6,6,5,7,6,8,8,9,7,7,7,6,9,9,9,8,6,5,8,7,9,8,9,8,7,8,8,9,8,8,7,7,7,8,7,6,7,6,7,6,6,5,9,9,8,7,9,9,7,6,8,8,8,7,6,5,8,7,6,5,6,5,5,6,5,6,5,5,6,6,6,5,5,4,4,3,4,3,6,5,5,5,3,3,5,5,6,6,4,4,5,4,7,7,6,6,7,7
child_455,0,10,U7,midfielder,medium,bad,strong,mild,medium,excited,19,70,9,10,10,10,8,9,7,8,8,9,10,10,8,8,9,10,8,9,3,9,2,8,4,9,4,8,5,9,2,8,4,9,6,8,5,7,4,8,1,9,2,9,9,10,8,9,9,10,10,10,9,10,9,10,9,9,9,10,10,10,7,8,8,9,8,9,7,8,8,9,7,8,6,7,6,7,5,6,9,10,8,8,9,10,7,8,8,9,8,8,7,6,9,10,10,10,10,10,8,7,9,8,6,5,7,6,6,5,5,5,4,4,5,5,9,10,8,8,4,4,7,7,9,10,5,6,8,9,10,10,9,8,10,10
child_456,0,10,U7,defender,high,neutral,average,frequent,low,happy,44,34,8,9,9,10,6,7,7,8,8,10,7,8,5,6,6,9,5,8,6,7,5,7,7,8,6,8,6,7,6,8,6,7,7,8,5,6,5,6,4,9,5,8,5,6,4,5,5,7,6,8,7,8,5,6,5,7,5,7,4,6,6,7,6,8,5,6,6,7,7,8,6,6,5,6,5,6,5,6,6,8,5,7,5,7,5,6,6,7,6,8,5,6,5,7,6,7,6,7,5,6,5,6,5,5,6,7,5,5,5,5,4,5,4,5,6,7,5,6,3,4,5,6,7,8,4,5,5,6,5,6,5,5,5,5
child_457,0,10,U8,defender,medium,good,isolated,mild,low,frustrated,78,23,5,7,4,8,3,7,6,8,7,9,3,5,6,8,3,9,3,8,8,8,7,7,6,6,7,8,7,9,7,6,8,9,5,9,6,7,6,6,6,7,5,8,4,7,5,6,4,6,4,7,7,8,3,5,4,6,3,5,3,5,7,8,8,9,6,8,7,8,6,7,6,7,6,8,5,7,5,6,3,8,4,8,4,9,6,6,5,7,6,8,4,5,5,6,3,4,3,4,3,4,2,3,3,4,4,5,3,3,3,3,2,3,2,2,2,3,2,2,2,3,3,4,4,5,3,4,3,4,3,5,4,6,5,6
child_458,0,8,U9,goalkeeper,low,good,average,none,medium,frustrated,74,36,5,8,6,7,4,6,5,7,7,9,5,6,4,5,3,6,2,5,8,9,7,8,7,8,6,8,6,9,7,8,7,8,5,8,4,7,8,8,8,9,8,9,5,8,6,7,4,6,5,7,6,8,4,5,5,7,3,5,2,4,5,8,6,9,4,5,5,7,5,8,5,7,4,6,5,8,5,7,3,7,2,6,4,7,5,6,5,7,4,6,3,5,6,7,4,5,4,6,3,4,2,4,3,5,4,6,5,5,4,5,2,3,1,2,5,7,3,4,2,3,3,4,4,6,3,4,3,5,2,3,5,6,6,7
child_459,0,10,U10,goalkeeper,medium,good,average,mild,high,excited,35,90,9,10,10,10,8,9,7,8,8,9,10,10,8,8,10,9,9,8,9,10,9,10,8,9,9,9,9,9,9,10,8,9,9,10,9,9,9,8,10,10,10,10,8,9,7,8,8,9,9,10,9,10,10,10,9,9,10,10,10,10,8,9,8,9,9,8,8,9,7,8,8,9,7,8,7,7,6,6,10,10,9,9,10,10,8,8,9,9,9,9,8,7,9,9,10,10,10,10,9,9,10,10,8,7,9,9,7,6,7,6,5,5,6,5,9,8,8,8,5,5,6,6,9,9,6,5,8,8,10,10,9,9,10,10
child_460,0,7,U9,goalkeeper,low,good,strong,none,high,excited,35,100,10,9,10,10,9,8,8,9,8,8,10,10,9,9,10,10,9,9,9,8,9,8,10,9,9,8,10,9,10,10,9,9,10,10,10,9,9,8,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,9,9,8,10,10,10,10,9,9,8,9,9,9,9,9,8,8,9,8,8,8,7,7,7,7,10,10,9,8,10,10,9,8,10,10,10,10,8,7,10,9,10,9,10,10,9,8,10,10,8,7,10,9,8,7,8,7,7,6,7,6,8,7,7,6,6,5,9,8,10,10,8,7,9,8,10,10,9,9,10,10
child_461,0,10,U7,forward,low,neutral,isolated,mild,high,excited,41,48,8,7,4,8,3,6,6,7,7,9,4,5,9,9,8,10,7,8,6,7,6,6,7,8,5,7,5,8,5,6,6,7,7,7,6,8,6,6,7,8,8,8,4,7,3,6,4,6,5,7,5,7,3,5,6,7,5,6,4,5,5,7,6,8,8,9,5,6,6,8,8,9,7,7,5,6,4,5,9,10,8,9,8,9,5,6,6,7,7,8,5,6,5,7,3,4,3,4,2,3,2,3,2,3,4,5,3,4,3,4,2,3,1,2,3,4,1,2,1,2,2,3,3,4,2,3,1,2,2,3,4,5,4,5
child_462,0,7,U8,midfielder,medium,good,strong,mild,high,neutral,58,75,8,9,9,10,7,8,8,9,7,10,9,9,6,6,7,9,6,8,8,9,8,9,8,9,8,8,8,9,8,9,9,9,9,8,7,8,8,8,9,9,9,9,9,9,8,8,8,7,9,9,9,9,9,9,8,8,8,8,9,9,7,8,8,9,6,6,8,9,8,8,7,8,7,8,6,7,6,7,7,9,6,8,7,9,7,8,8,9,8,9,6,5,8,8,8,7,8,7,7,6,7,7,6,5,8,9,6,5,6,5,5,4,4,3,8,7,6,5,5,4,7,6,8,8,5,4,6,6,9,10,7,8,8,9
child_463,0,10,U7,goalkeeper,medium,good,average,none,high,neutral,43,66,8,9,9,10,8,9,5,7,6,8,9,10,7,8,5,6,4,5,9,10,8,9,8,9,8,9,7,8,9,10,8,9,7,8,8,9,8,8,9,10,9,10,7,8,6,7,5,6,7,8,9,10,8,9,6,7,7,8,8,9,7,8,8,9,8,9,7,8,6,7,8,9,7,8,5,6,5,6,5,6,4,5,5,6,6,7,6,7,5,6,4,5,8,9,7,8,8,9,6,7,8,9,6,7,8,9,5,6,5,6,4,5,5,6,7,8,6,7,4,5,5,6,8,9,5,6,7,8,9,10,8,9,9,10
child_464,0,7,U8,mixed,medium,good,average,none,low,neutral,64,45,8,9,7,8,6,7,8,9,6,7,7,7,5,6,7,8,6,7,8,9,7,8,7,7,6,7,8,9,7,8,7,8,8,9,6,7,7,7,8,9,8,9,7,8,6,7,6,7,7,8,8,9,5,6,6,7,6,7,6,7,7,8,8,9,5,6,7,8,8,9,6,7,7,8,6,7,5,6,7,8,6,7,6,7,7,8,7,8,6,7,5,6,6,7,5,6,5,6,4,5,4,5,5,6,5,6,4,5,4,5,5,6,4,5,5,6,5,6,4,5,5,6,5,6,5,6,5,6,6,7,5,6,5,6
child_465,0,10,U7,midfielder,medium,good,average,none,medium,excited,32,79,8,9,7,8,5,6,7,9,8,10,9,9,6,5,9,10,8,9,8,9,8,8,8,9,7,8,8,9,8,9,9,8,9,10,9,9,8,7,9,10,9,10,7,8,6,7,7,8,7,9,9,9,8,8,7,8,8,9,9,9,8,8,7,9,6,5,8,8,8,8,7,6,8,8,6,5,5,4,9,10,7,8,8,9,6,7,8,9,8,8,6,5,8,8,8,9,9,9,7,6,7,7,6,5,8,8,7,6,6,5,5,4,4,3,6,5,5,5,3,2,6,5,7,6,5,4,6,5,9,10,8,8,8,8
child_466,0,9,U8,defender,low,good,isolated,none,medium,happy,53,58,8,9,6,7,5,6,7,8,7,8,5,6,7,8,6,8,5,7,8,9,8,9,7,8,8,9,7,8,8,9,7,8,9,9,7,8,8,9,9,9,9,9,5,6,5,7,6,7,6,7,7,8,5,6,6,7,6,7,5,6,7,8,7,8,8,9,7,8,7,8,6,7,6,7,7,8,6,7,6,8,5,7,6,7,7,8,6,7,7,8,5,6,6,7,5,6,5,6,4,5,4,5,4,5,6,7,5,6,5,6,3,4,2,3,5,6,4,5,2,3,4,5,6,7,5,6,4,5,5,6,5,6,6,7
child_467,0,8,U10,forward,low,good,isolated,none,high,excited,56,63,8,9,9,10,7,8,6,7,7,9,6,6,8,8,9,9,8,8,9,9,9,8,8,9,8,9,8,8,9,8,8,8,9,9,8,7,8,7,9,9,9,9,5,7,5,6,5,6,5,7,8,9,6,7,5,6,6,7,7,8,8,8,7,9,8,8,6,7,7,8,7,7,7,7,6,7,6,6,9,10,8,8,8,9,7,8,9,9,8,8,7,7,8,8,5,6,5,6,5,5,5,5,5,5,7,6,5,5,5,5,6,5,5,5,6,6,5,5,5,5,6,5,8,8,5,5,6,6,7,8,8,8,8,8
child_468,0,10,U7,mixed,low,good,isolated,none,high,excited,32,92,9,8,6,7,5,6,10,9,8,9,4,5,7,6,10,10,9,9,9,9,8,9,8,8,8,8,9,10,9,9,9,8,9,8,10,9,9,8,10,10,10,10,6,7,5,6,5,6,5,6,8,7,4,5,7,8,6,7,7,7,8,9,9,9,7,6,8,8,9,9,7,7,8,8,8,7,7,7,10,10,9,9,10,9,9,8,9,9,9,9,6,5,8,8,6,5,6,5,5,6,6,5,5,5,7,8,5,5,5,5,4,4,3,3,5,6,4,5,3,3,5,4,7,7,4,4,4,4,6,5,8,7,9,8
child_469,0,10,U9,goalkeeper,medium,good,average,none,high,frustrated,61,65,6,7,8,9,5,6,7,8,7,9,6,5,5,4,4,8,3,7,8,9,7,8,6,8,7,8,6,9,7,9,8,9,7,9,5,8,8,8,9,10,9,10,7,8,6,6,5,7,7,8,8,9,6,5,6,7,5,6,4,5,6,8,7,9,5,4,6,7,7,8,5,6,6,7,6,7,6,6,3,8,4,7,3,7,5,6,5,7,6,8,6,5,7,8,5,6,5,6,5,4,4,5,5,4,6,7,5,5,5,5,3,3,2,3,4,5,3,4,2,3,5,5,6,7,4,4,5,5,6,7,6,7,6,7
child_470,0,9,U7,midfielder,medium,neutral,strong,none,medium,frustrated,60,61,6,8,8,9,7,7,9,9,5,8,7,9,6,7,3,6,3,5,5,7,5,8,4,7,5,8,5,8,5,7,5,6,4,7,5,7,5,6,3,7,3,8,8,9,7,8,6,8,8,9,8,9,6,8,7,8,7,8,6,7,7,9,7,8,6,7,7,8,8,9,7,7,6,7,5,7,5,7,2,8,3,7,3,7,5,6,4,8,5,7,5,6,5,7,7,8,7,8,6,7,6,7,5,6,6,7,5,6,5,6,4,5,3,5,7,7,6,6,4,5,4,5,7,8,5,6,5,6,8,9,7,8,8,9
child_471,0,8,U8,goalkeeper,medium,neutral,average,none,high,frustrated,84,46,6,8,5,6,4,5,8,9,7,9,5,4,5,7,3,8,2,7,6,8,5,7,4,6,5,7,6,8,4,6,7,8,5,9,3,8,5,7,4,8,3,9,6,7,5,6,4,5,5,6,7,8,3,4,4,5,3,6,2,5,7,8,6,9,5,6,5,7,8,8,6,5,7,6,5,8,5,7,2,9,3,8,3,9,6,7,5,8,5,7,4,3,4,5,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,3,3,1,1,2,1,2,1,3,2,3,2
child_472,0,10,U9,goalkeeper,medium,good,average,mild,medium,neutral,51,73,8,9,6,7,5,6,9,10,7,8,5,6,7,8,6,9,5,8,8,9,7,8,7,8,7,8,7,9,8,9,8,10,7,9,6,8,7,8,7,8,8,9,6,7,5,6,5,7,6,8,7,9,5,6,6,8,5,7,5,6,9,10,9,10,7,8,8,9,9,10,8,9,8,9,7,8,6,7,6,8,5,7,6,8,7,9,6,8,7,8,5,6,5,6,4,5,4,5,3,4,3,4,4,5,5,6,5,6,5,6,3,4,2,3,3,4,3,4,2,3,5,6,6,7,4,5,3,4,5,6,5,6,5,6
child_473,0,9,U7,mixed,low,good,average,none,medium,excited,31,92,9,9,6,6,5,5,10,10,8,9,6,5,10,10,9,9,8,8,8,9,8,9,7,8,7,8,8,9,7,8,9,9,8,9,8,8,9,8,9,10,9,10,6,7,6,7,7,6,6,6,8,8,4,4,7,7,7,6,7,6,9,10,8,9,10,10,8,8,9,10,9,9,8,8,7,7,7,7,10,10,9,8,9,9,8,8,8,8,8,8,6,5,7,6,4,3,5,4,4,3,3,2,3,2,5,5,4,3,4,3,2,2,2,2,3,2,3,2,2,1,4,3,7,6,4,3,5,4,6,5,8,7,8,7
child_474,0,8,U9,goalkeeper,medium,neutral,isolated,none,medium,neutral,54,32,8,9,5,8,4,7,9,10,6,8,4,6,9,10,5,7,4,6,6,7,5,7,5,8,6,7,5,8,5,7,6,7,4,6,5,6,5,6,5,8,4,7,3,7,4,6,4,6,3,6,5,8,4,6,5,7,4,5,3,6,7,9,7,8,9,10,7,9,8,9,8,9,6,7,5,7,4,6,5,6,4,5,5,6,5,6,6,7,6,7,4,5,5,7,4,5,4,5,3,4,3,5,4,5,5,6,4,5,4,5,3,4,2,3,4,5,3,4,2,3,5,6,6,7,4,5,5,6,5,6,5,7,5,7
child_475,0,9,U8,midfielder,low,good,strong,none,low,neutral,58,46,6,7,7,9,4,6,8,8,5,9,6,5,9,10,5,8,4,7,8,9,7,8,6,7,8,8,7,9,8,8,9,10,8,8,7,8,7,8,9,10,9,10,8,9,7,8,6,7,8,9,9,9,4,5,7,7,5,6,6,7,8,9,9,10,9,10,7,8,6,7,9,9,7,8,6,7,5,6,4,8,5,7,5,8,7,8,6,7,7,8,5,6,4,5,3,4,3,4,2,3,1,2,3,4,5,6,4,5,4,5,1,2,1,2,2,3,2,3,1,2,4,5,7,8,3,4,4,5,2,3,5,6,5,6
child_476,0,9,U9,mixed,low,neutral,average,none,medium,excited,39,67,9,8,7,7,6,6,8,9,8,8,7,7,8,9,9,10,9,9,6,7,7,8,7,8,6,8,6,8,7,8,7,8,7,7,6,8,6,7,6,8,7,8,7,8,6,7,7,7,7,8,8,9,6,7,7,8,8,8,8,8,7,8,8,9,8,9,7,8,8,9,7,7,7,7,6,7,5,6,9,9,8,8,8,9,6,7,7,8,7,8,6,5,8,8,7,6,7,6,6,5,6,5,5,4,7,6,5,4,5,4,6,5,5,4,6,6,5,5,4,3,6,6,7,7,5,5,6,6,7,7,7,6,7,6
child_477,0,10,U9,mixed,low,neutral,strong,mild,low,neutral,53,49,8,9,9,10,7,8,6,7,5,6,9,10,6,7,4,5,3,4,6,7,5,7,5,6,5,6,4,5,6,6,5,7,6,8,5,6,5,5,6,8,7,9,8,9,7,8,8,9,9,10,8,9,9,10,6,7,7,8,8,9,5,6,5,6,6,7,5,6,5,6,6,7,5,6,5,5,4,5,4,5,3,4,4,5,5,6,5,6,4,5,5,6,5,6,7,8,7,8,6,7,8,9,6,6,6,7,5,5,5,5,4,5,5,6,6,7,5,5,4,5,5,6,7,8,5,5,6,7,8,9,5,6,6,7
child_478,0,7,U7,forward,low,good,strong,none,low,excited,46,100,9,8,10,9,8,7,9,8,7,9,10,9,8,8,10,10,9,9,9,9,9,8,10,9,9,9,9,9,9,9,10,9,10,8,9,8,9,8,10,9,10,9,10,9,9,8,9,8,10,9,10,9,10,9,9,8,10,9,10,10,8,8,9,9,8,9,9,9,9,8,9,8,8,8,7,7,6,6,10,10,10,9,9,9,8,8,9,9,9,9,8,7,10,9,9,8,10,9,8,7,10,8,9,7,9,8,7,6,7,6,6,5,7,6,9,7,8,7,5,4,8,6,9,8,5,4,7,6,9,8,9,8,10,9
child_479,0,9,U7,mixed,high,bad,average,none,low,happy,51,46,8,9,7,8,6,7,9,10,7,8,8,9,8,8,5,9,4,6,3,10,2,9,3,8,4,7,3,8,2,10,5,7,4,8,3,7,2,6,1,9,2,10,6,8,7,7,6,7,7,8,8,8,7,9,6,8,6,8,5,7,8,9,7,8,8,9,7,8,8,9,7,8,8,7,6,7,5,6,5,8,6,7,5,7,6,8,5,6,5,7,4,5,4,6,7,9,7,9,6,7,7,8,5,6,5,7,6,6,6,6,5,5,4,4,6,7,5,5,4,4,5,5,6,7,5,5,5,6,7,8,4,6,4,6
child_480,0,9,U9,midfielder,medium,good,average,none,medium,frustrated,62,72,6,8,7,8,5,6,8,9,7,9,6,8,7,8,4,8,4,7,8,9,8,8,7,9,7,9,7,9,8,9,8,8,6,8,7,8,8,8,8,9,7,9,6,7,5,7,4,6,6,8,7,8,6,7,5,8,5,7,5,6,6,8,7,9,7,9,6,8,8,9,6,7,5,7,7,8,6,7,3,9,4,8,3,8,6,7,5,7,4,8,6,5,5,6,6,8,6,8,5,6,5,6,6,5,7,6,6,5,6,5,4,4,3,4,5,6,5,5,4,4,5,5,6,7,5,5,6,7,6,7,6,6,7,7
child_481,0,8,U8,goalkeeper,low,good,average,none,high,frustrated,78,92,6,8,9,10,7,8,8,9,7,9,8,9,8,9,5,8,4,7,8,9,8,9,9,8,8,8,8,9,8,9,7,7,8,8,7,8,7,6,9,9,9,9,7,8,6,7,5,7,6,8,8,9,8,9,7,8,6,7,5,7,7,8,8,9,9,9,7,8,8,9,6,8,7,8,6,7,5,6,4,8,4,7,4,8,6,7,6,7,5,8,6,5,7,6,8,9,8,9,7,8,8,8,6,6,8,8,6,5,5,5,4,4,5,5,7,7,5,6,3,4,7,7,8,8,6,5,7,6,9,9,8,8,8,8
child_482,0,9,U9,midfielder,medium,good,average,none,low,excited,26,63,9,10,10,10,8,7,7,8,8,9,7,8,9,8,10,10,9,9,8,9,8,9,8,8,7,8,7,9,8,8,7,8,8,9,8,8,8,7,9,10,9,10,7,8,8,7,7,8,8,9,9,9,6,6,8,8,9,9,10,10,7,8,8,9,9,8,7,7,8,9,8,7,7,7,6,6,5,5,10,10,9,8,10,10,8,7,9,8,10,9,6,5,7,6,9,8,10,9,7,7,6,6,6,5,7,8,6,5,6,5,5,4,4,4,8,7,6,6,5,4,6,5,9,8,5,5,7,6,9,9,8,7,9,8
child_483,0,10,U7,midfielder,medium,bad,strong,none,medium,excited,44,47,9,8,10,9,7,6,8,8,8,9,9,7,6,5,9,8,8,7,2,9,3,8,2,8,4,7,3,8,2,9,3,6,2,9,5,6,2,7,2,8,2,9,9,9,8,8,9,8,9,9,9,8,7,6,8,7,9,9,10,9,6,7,6,7,6,5,6,6,7,8,5,6,5,5,5,6,4,5,9,9,8,7,8,8,6,7,9,8,8,8,6,5,7,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,5,5,4,4,4,4,7,7,6,6,4,3,5,5,8,8,4,4,5,5,9,8,7,7,8,8
child_484,0,9,U10,forward,high,neutral,strong,none,high,excited,33,100,10,9,10,10,9,8,10,9,10,10,10,9,10,10,10,10,9,9,7,8,8,9,8,9,8,9,8,9,8,9,7,8,8,8,9,9,8,7,8,8,9,8,10,10,9,8,10,9,10,10,10,9,10,10,9,9,10,9,10,10,9,9,10,10,10,10,10,9,10,10,9,9,9,9,8,7,8,7,10,10,9,9,10,10,8,7,10,10,9,9,8,7,10,10,10,9,10,9,9,8,10,10,7,6,9,8,6,5,6,5,7,6,7,6,10,9,8,7,7,6,8,7,10,10,8,7,9,8,10,10,9,9,10,10
child_485,0,7,U9,defender,low,good,average,none,low,frustrated,63,41,7,9,6,7,5,6,8,9,7,8,6,7,8,10,3,8,2,7,8,10,7,9,6,8,7,9,8,10,8,9,8,8,9,10,7,9,8,9,9,10,9,10,6,8,5,7,5,6,6,8,8,9,6,7,6,8,6,7,5,6,7,9,8,9,9,10,7,8,8,9,8,9,7,8,6,7,5,6,3,8,2,7,3,7,6,7,6,8,5,7,5,6,5,6,4,5,4,5,3,5,3,5,3,4,4,5,6,6,6,6,4,5,3,4,5,6,5,6,4,5,4,5,7,8,5,6,5,6,6,7,7,8,6,8
child_486,0,7,U8,goalkeeper,medium,good,isolated,mild,high,neutral,64,58,7,8,5,9,4,8,6,9,7,10,4,7,6,8,8,10,6,9,8,9,7,8,7,8,8,9,7,9,7,8,8,9,6,8,7,8,8,8,9,10,9,10,4,8,5,7,5,7,5,8,7,9,4,6,6,8,5,7,5,7,8,9,7,9,6,8,7,8,7,8,6,8,5,7,6,8,5,7,7,10,6,9,6,8,7,9,7,9,7,9,5,6,6,7,4,6,5,7,4,5,4,5,5,6,6,7,5,6,5,6,4,5,4,5,3,5,3,4,3,4,4,5,5,6,4,5,4,6,5,7,6,7,5,7
child_487,0,8,U9,mixed,high,good,average,none,high,excited,39,100,9,10,6,6,5,4,7,9,8,9,5,5,8,8,10,10,9,9,8,9,8,8,7,8,7,9,8,9,8,8,9,9,9,8,8,8,9,8,9,9,9,9,7,7,6,7,5,6,6,7,8,9,4,4,7,7,7,7,6,6,9,10,8,9,8,9,7,7,8,9,8,8,7,7,7,8,6,7,10,10,9,9,9,9,7,8,8,9,8,8,5,4,6,5,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,2,2,3,3,2,2,1,1,5,6,7,8,4,4,3,4,7,8,6,7,6,7
child_488,0,9,U9,defender,low,neutral,average,none,medium,excited,30,74,8,9,7,7,6,6,8,8,9,10,7,6,9,10,9,9,8,8,6,7,7,8,6,8,7,9,8,9,7,8,7,9,8,9,7,8,6,7,8,9,9,10,8,8,7,8,8,7,8,8,9,9,7,6,6,7,8,8,9,9,8,9,7,9,9,10,8,9,8,7,9,9,8,8,7,8,6,7,9,10,8,9,9,9,7,8,8,9,8,8,6,5,7,6,8,7,8,6,7,6,6,5,7,5,8,8,7,5,6,5,5,4,4,3,7,6,6,5,5,4,6,5,7,8,5,4,7,7,8,7,9,8,9,8
child_489,0,8,U8,forward,medium,neutral,average,none,medium,excited,46,61,9,8,10,9,8,7,8,8,9,9,10,9,9,9,10,10,10,10,7,8,8,8,8,8,7,8,8,8,7,8,8,7,8,7,7,8,7,7,8,8,8,8,8,8,9,8,9,8,9,9,9,9,10,9,8,8,9,9,10,9,8,8,8,9,9,9,8,9,9,8,8,8,8,8,7,7,7,7,10,10,9,9,10,10,8,8,9,9,8,8,8,7,9,8,10,9,10,9,8,8,10,9,7,7,8,8,7,7,6,6,5,5,6,6,9,8,7,7,5,5,8,7,9,9,6,6,9,9,10,10,8,8,9,9
child_490,0,9,U10,forward,low,good,average,mild,low,excited,36,43,8,9,7,9,6,7,5,8,6,8,7,6,5,7,8,9,7,8,9,8,8,7,8,7,7,8,8,9,7,6,9,8,8,7,7,8,8,6,9,8,9,8,6,7,5,6,6,7,5,7,7,8,6,5,6,7,6,7,7,6,8,9,7,8,5,7,7,8,8,9,7,6,8,9,6,7,5,6,9,9,8,8,8,8,7,7,8,8,7,7,6,5,7,6,5,4,5,4,4,5,3,4,5,4,6,6,4,3,4,3,3,2,2,2,5,4,3,3,2,2,6,5,7,6,3,2,4,3,7,7,6,6,5,5
child_491,0,8,U9,goalkeeper,high,good,average,none,medium,excited,44,83,9,10,10,10,8,9,7,8,8,9,10,10,9,9,10,10,10,9,8,9,9,9,9,8,8,8,9,9,8,9,7,8,9,9,8,9,8,8,9,10,9,10,8,9,8,8,7,8,9,9,9,9,10,10,9,8,10,9,10,10,7,8,8,9,9,10,8,9,7,8,9,10,8,8,7,7,6,6,10,10,9,8,10,10,8,8,9,9,9,9,7,6,10,10,10,10,10,10,9,8,10,10,6,5,8,8,7,6,7,6,5,4,6,5,8,9,7,8,5,4,8,7,10,10,6,5,7,6,10,10,9,8,10,10
child_492,0,7,U7,defender,medium,good,average,none,high,excited,34,85,9,10,7,8,6,6,8,9,8,9,7,7,6,5,9,10,8,8,8,9,8,8,9,9,8,8,9,9,8,8,9,9,8,8,8,8,8,8,9,10,9,10,8,8,7,7,7,7,8,9,9,9,7,6,8,8,9,9,9,9,8,9,9,10,6,5,8,9,8,8,7,8,7,8,8,9,7,7,9,10,8,9,8,9,7,7,9,9,8,9,7,6,8,8,6,5,7,6,6,5,6,5,5,4,8,7,6,5,5,4,4,3,3,2,5,4,4,3,2,1,5,4,7,6,3,2,6,5,9,10,8,8,8,8
child_493,0,9,U8,mixed,medium,neutral,isolated,frequent,low,happy,41,19,8,9,5,8,3,9,7,8,7,9,4,7,9,8,6,10,5,9,6,7,5,6,5,8,6,8,7,9,4,6,7,7,6,8,5,7,5,7,6,9,6,9,3,9,4,8,3,8,4,8,5,9,4,6,3,8,3,7,4,7,6,8,7,9,9,8,7,8,6,8,7,9,5,7,6,7,5,6,6,9,5,7,4,8,5,8,6,9,5,8,5,6,4,7,2,5,2,5,3,6,2,5,3,4,2,5,4,5,4,5,2,4,2,3,3,6,4,5,2,4,3,4,5,7,3,5,4,6,5,7,6,8,5,7
child_494,0,7,U7,forward,medium,good,strong,mild,low,neutral,57,55,7,8,6,7,5,6,4,7,6,9,8,5,7,8,6,9,5,8,8,8,7,8,6,7,7,8,6,9,8,7,7,8,7,8,6,7,6,6,8,9,8,8,8,8,7,7,7,8,8,9,9,9,6,5,6,6,7,6,7,5,7,8,7,9,6,8,7,8,6,7,5,7,6,7,5,6,5,6,6,9,5,7,6,8,7,7,8,9,7,8,6,5,6,6,5,6,5,5,5,5,4,5,4,4,5,5,6,6,5,5,4,3,3,3,5,5,5,4,3,3,4,4,6,7,4,4,5,6,7,6,5,5,6,6
child_495,0,9,U8,midfielder,medium,good,strong,mild,low,excited,57,87,9,10,8,9,7,8,7,8,8,9,9,10,10,10,9,9,8,8,8,10,9,10,8,9,9,9,7,8,9,10,7,7,8,9,8,9,8,8,8,9,9,10,9,10,8,9,7,8,9,10,9,10,7,8,9,10,9,10,9,10,7,8,7,8,10,10,7,8,8,9,9,10,8,9,7,6,6,5,9,10,8,9,9,10,7,8,8,9,8,8,6,5,8,9,6,7,7,8,5,6,5,6,4,5,6,6,5,5,5,5,3,4,4,4,6,7,5,6,4,5,5,6,9,10,5,6,7,8,8,9,8,8,8,9
